	aimDotPos	pokeDist	pokePos	pokeTime	trial
74	[  16. -131.]	4.24264068712	[  19. -134.]	1.65822182619	3
75	[ 76.  34.]	20.6155281281	[ 63.  18.]	1.95790629927	4
76	[  55. -121.]				5
77	[-17. -20.]	9.43398113206	[-22. -28.]	1.79903081059	6
78	[ 14.   8.]	9.43398113206	[  6.  13.]	1.7587361536	7
79	[  2.  62.]	3.16227766017	[  5.  63.]	1.83137737634	8
80	[-146. -103.]	9.43398113206	[-154. -108.]	1.84712263173	9
81	[-119.  -19.]	23.769728648	[-113.  -42.]	1.69131728937	10
82	[-130.  143.]	9.05538513814	[-129.  152.]	1.45656229905	11
83	[ -60. -101.]	17.4642491966	[-67. -85.]	1.61103737517	12
84	[ -42.  123.]	27.4590604355	[ -69.  128.]	1.70863791555	13
85	[-120.  -39.]	5.0	[-117.  -35.]	2.48732685344	14
86	[ -66.  128.]	9.8488578018	[ -70.  119.]	1.83244110621	15
87	[  31.  148.]	5.0	[  36.  148.]	2.08842964284	16
88	[-70. -60.]	8.60232526704	[-63. -65.]	2.5448171692	17
89	[ 54.  -3.]	15.1327459504	[ 69.  -1.]	1.71048253914	18
90	[ 130.  -36.]	11.401754251	[ 141.  -39.]	1.70116826147	19
91	[-105.  -13.]	7.21110255093	[-111.  -17.]	1.89629146457	20
92	[ -34.  155.]	6.0827625303	[ -28.  154.]	1.84509599069	21
93	[ -49. -102.]	9.21954445729	[-47. -93.]	3.2333746166	22
94	[-139.   69.]	5.09901951359	[-134.   70.]	1.67397583532	23
95	[  3. -68.]	3.0	[  6. -68.]	2.0902353276	24
96	[ 73. -66.]	15.0	[ 64. -78.]	1.8353204818	25
97	[ 99.  14.]	17.0880074906	[ 115.    8.]	1.72552055307	26
98	[-146.  133.]	16.2788205961	[-157.  145.]	1.66785184224	27
99	[  10. -140.]	4.472135955	[   6. -142.]	1.68870324269	28
100	[-116. -125.]	18.3847763109	[-123. -108.]	1.73695715889	29
101	[ -64.  103.]	7.07106781187	[ -63.  110.]	1.66715184506	30
102	[ 141.  -67.]	0.0	[ 141.  -67.]	1.56409983966	31
103	[-88.  34.]	9.05538513814	[-89.  25.]	3.35907404777	32
104	[ 88. -17.]	4.472135955	[ 84. -19.]	1.8564655853	33
105	[ -16. -125.]	8.0622577483	[ -15. -117.]	1.844880166	34
106	[-64. -99.]				35
107	[  94. -107.]	6.40312423743	[  89. -111.]	2.25801910204	36
